nruf2,ppgf2,dcfsn,pyear,total,nr_score,pol_score,le_score,pop_score,nr_remaining_pct,max_pol,le_late,pop_2100_B,crash_ratio
1.0,0.15,4.0,1975,0.6821157296414273,0.4709080831107509,1.0,0.5424433402842338,0.7253948833054514,14.127242493322525,1.566738495990497,32.54660041705403,4.284300853081374,0.7253948833054514
1.0,0.1,4.0,1975,0.6817643540334217,0.4695845056680249,1.0,0.5426723444052423,0.7258353877904308,14.087535170040747,1.5544201034768155,32.56034066431454,4.288051550905953,0.7258353877904308
0.25,0.1,3.0,1985,0.6794848402633652,0.46162589605422866,0.7730654731356199,1.0,0.5733075646913279,13.84877688162686,3.3616071611862806,74.68657890205711,2.8302416288016956,0.8102595324118136
1.0,0.25,4.0,1975,0.6791760941565558,0.47376614546724843,0.9876334183314347,0.541984493328647,0.7244734605190604,14.212984364017453,2.0741994900113916,32.51906959971882,4.276458493259971,0.7244734605190604
0.25,0.15,3.0,1985,0.6783745135592362,0.4636301400163853,0.7678906974316554,1.0,0.5715783688266978,13.908904200491559,3.3926558154100674,74.59341142038143,2.825980037497494,0.8090338378084947
0.25,0.15,3.0,1975,0.6779260857489728,0.5714179990402132,0.6146373799127445,1.0,0.6235904807404993,17.142539971206393,4.312175720523533,73.380888805399,2.9461909799842902,0.8466395898664035
0.1,0.5,4.0,2005,0.6682104746780435,1.0,0.0,0.8410523733902177,1.0,33.57038637758575,30.082267027939587,50.46314240341306,7.101083868314732,1.0
0.1,0.5,2.5,1995,0.6658993426349147,1.0,0.28258785190215396,1.0,0.20748658042845658,41.660277602933036,6.304472888587076,75.37770787025424,1.431197484546474,0.5798964368476545
0.2,0.1,2.5,1995,0.6651653925302302,0.9080321014657144,0.3910308530846148,1.0,0.20029934061230437,27.240963043971433,5.653814881492311,75.71477975943705,1.4079374820563693,0.5690574849097881
0.2,0.15,2.5,1995,0.6635185444917812,0.9082534485110022,0.3853617497743774,1.0,0.20014208387078122,27.247603455330065,5.687829501353735,75.68540040117936,1.4073822021384734,0.5688350572194861
1.0,0.1,4.0,1985,0.6625281644988492,0.4716081996621096,0.9301217198041333,0.5443054695615775,0.7304512317570361,14.148245989863288,2.4192696811752006,32.658328173694656,4.304180995242974,0.7304512317570361
1.0,0.15,4.0,1985,0.6618194600348762,0.4728828357834086,0.9267995439527058,0.5440047248226515,0.7297977290689408,14.186485073502258,2.439202736283765,32.64028348935909,4.2997548530387055,0.7297977290689408
0.2,0.25,4.0,1995,0.6606105763535407,0.7835632975226688,0.12121140740202163,1.0,1.0,23.506898925680066,7.27273155558787,64.28680845862586,9.663803781394739,1.0
0.1,0.5,4.0,1995,0.6603731069269533,1.0,0.0,0.8018655346347663,1.0,39.54366660562248,53.380430578332046,48.11193207808598,6.7331189883102995,1.0
1.0,0.25,4.0,1985,0.659973410175375,0.47560292572113233,0.9185675150732363,0.5433944272931736,0.728421641282488,14.268087771633969,2.488594909560582,32.60366563759041,4.290411350214746,0.728421641282488
0.2,0.25,2.5,1995,0.659377908334355,0.9087193549293215,0.37118310877481864,1.0,0.19980800984431246,27.261580647879647,5.772901347351088,75.6214434817364,1.4062015522470386,0.5683623646269752
0.1,0.5,4.0,1985,0.6590491607023117,1.0,0.0,0.7952458035115583,1.0,45.9034218005254,62.936591267501285,47.71474821069349,6.768661000252405,1.0
0.1,0.5,4.0,1975,0.6584316279635037,1.0,0.0,0.7921581398175185,1.0,50.845073935753135,65.82033432151476,47.52948838905111,6.774432820385496,1.0
0.25,0.5,2.5,1985,0.6583472901981009,1.0,0.2596729938816117,1.0,0.20296928022411614,30.45668594935628,6.44196203671033,75.384645217297,1.4181140449396876,0.5725048163746194
0.1,0.25,3.0,1975,0.6559103989396975,1.0,0.0,1.0,0.7060693262646494,57.0383118656557,12.859557413286497,72.10833525882416,3.12119540949212,0.9048703892327469
0.1,0.25,3.0,1985,0.6557560473199789,1.0,0.0,1.0,0.7050403154665258,48.34530937044031,12.390096518188033,72.1979275404679,3.117029956126595,0.9047591141442226
0.1,0.25,3.0,1995,0.653496237101097,1.0,0.0,1.0,0.6899749140073134,35.96731570017944,9.511400941802899,72.57004096707982,3.0848309718993048,0.8946680324368003
0.2,0.5,2.5,1985,0.6532917266522925,1.0,0.2406709305298378,1.0,0.2072696499556084,38.3960638779592,6.555974416820973,75.36685829064581,1.4320746657067647,0.5789353164859338
0.2,0.25,3.0,1975,0.6509427929582013,0.9973687545417955,0.0,1.0,0.6790915257904865,29.921062636253865,11.001939644778808,72.4337270767167,3.0678980800316,0.8854160184923636
0.25,0.5,2.5,1975,0.6494630655478385,1.0,0.22776479776673086,1.0,0.20755750811879597,38.56137726238886,6.633411213399615,75.36115219556433,1.4335794670890543,0.5791308061638203
0.25,0.25,4.0,1985,0.6493601741000601,0.7149047030267213,0.163811760135692,1.0,1.0,21.44714109080164,7.017129439185848,61.818314492080866,9.196955227057346,1.0
0.1,0.1,2.0,2005,0.6491018162909347,1.0,0.30193039057777815,1.0,0.056817994117341085,39.38578848387523,6.188417656533331,77.33327280060843,0.6189898491671119,0.36716591843173596
0.2,0.1,2.0,2005,0.6489518770402036,1.0,0.3019306791518753,1.0,0.055817821964273456,33.00610202484609,6.188415925088748,77.36659401200193,0.6140071257037334,0.3636297992489833
0.25,0.1,2.0,2005,0.648820895685599,1.0,0.3019308235624333,1.0,0.054944324112460384,30.03586983298038,6.1884150586254005,77.34679142147061,0.6096991264591146,0.3604684456843804
